kontrakty godzinowe RDN dla okresu od;2016-12-31;do;2020-06-30;

data obrotu;data dostawy;godzina dostawy;kurs fixingu I (PLN/MWh);wolumen fixingu I (MWh);kurs fixingu II (PLN/MWh);wolumen fixingu II (MWh);kurs notowan ciaglych (PLN/MWh);wolumen notowan ciaglych (MWh)
2020-05-02;2020-05-03;01;150.60;2365.10;146.89;592.60;-;-
2020-05-02;2020-05-03;02;145.00;2534.60;145.99;610.10;147.00;20.00
2020-05-02;2020-05-03;03;120.06;2809.20;120.24;538.30;-;-
2020-05-02;2020-05-03;04;124.00;2954.60;116.23;533.90;-;-
2020-05-02;2020-05-03;05;100.00;2857.20;90.87;631.00;105.52;40.60
2020-05-02;2020-05-03;06;93.75;3043.00;85.27;670.50;100.62;48.10
2020-05-02;2020-05-03;07;105.00;2928.00;90.17;671.30;109.54;57.00
2020-05-02;2020-05-03;08;118.30;2684.60;144.16;584.10;118.31;7.00
2020-05-02;2020-05-03;09;139.00;2266.20;160.33;570.10;139.00;2.80
2020-05-02;2020-05-03;10;160.00;2072.30;165.63;457.60;160.00;5.00
2020-05-02;2020-05-03;11;160.00;2189.80;162.89;613.00;-;-
2020-05-02;2020-05-03;12;160.00;2266.50;165.40;489.80;-;-
2020-05-02;2020-05-03;13;163.06;2218.30;167.12;395.20;-;-
2020-05-02;2020-05-03;14;164.16;2278.30;167.32;357.80;-;-
2020-05-02;2020-05-03;15;155.00;2277.30;164.24;529.60;164.00;5.00
2020-05-02;2020-05-03;16;145.00;2361.20;159.20;497.20;-;-
2020-05-02;2020-05-03;17;148.84;2440.10;159.23;472.80;-;-
2020-05-02;2020-05-03;18;146.00;2229.70;159.68;526.50;-;-
2020-05-02;2020-05-03;19;160.00;2239.50;166.49;457.50;-;-
2020-05-02;2020-05-03;20;168.32;2025.70;166.06;684.20;-;-
2020-05-02;2020-05-03;21;168.32;2087.70;167.42;731.00;-;-
2020-05-02;2020-05-03;22;165.00;2365.30;164.80;1104.70;-;-
2020-05-02;2020-05-03;23;145.93;2615.10;140.30;1283.90;146.50;60.00
2020-05-02;2020-05-03;24;136.99;2599.50;127.12;1189.20;-;-
2020-05-03;2020-05-04;01;161.23;2462.80;164.09;420.80;-;-
2020-05-03;2020-05-04;02;150.72;2732.70;158.92;471.60;-;-
2020-05-03;2020-05-04;03;152.97;2889.90;158.56;501.80;-;-
2020-05-03;2020-05-04;04;153.87;2835.50;161.03;530.40;-;-
2020-05-03;2020-05-04;05;154.32;2754.50;159.20;529.40;-;-
2020-05-03;2020-05-04;06;149.61;2657.30;156.61;497.20;-;-
2020-05-03;2020-05-04;07;197.78;1672.90;168.30;669.90;-;-
2020-05-03;2020-05-04;08;197.78;2429.20;202.41;960.00;220.00;4.00
2020-05-03;2020-05-04;09;203.04;1807.00;218.75;718.30;-;-
2020-05-03;2020-05-04;10;215.16;1831.00;221.42;805.90;-;-
2020-05-03;2020-05-04;11;203.03;1847.40;206.18;873.50;-;-
2020-05-03;2020-05-04;12;203.99;1696.20;218.80;948.30;205.07;17.00
2020-05-03;2020-05-04;13;219.71;1724.40;229.97;877.00;-;-
2020-05-03;2020-05-04;14;219.07;1771.90;229.89;875.00;219.07;2.00
2020-05-03;2020-05-04;15;203.13;2152.70;219.65;897.00;-;-
2020-05-03;2020-05-04;16;203.13;2255.70;211.17;893.00;-;-
2020-05-03;2020-05-04;17;203.06;2387.10;217.87;873.00;-;-
2020-05-03;2020-05-04;18;197.78;2757.00;209.98;873.70;-;-
2020-05-03;2020-05-04;19;197.78;2551.60;210.45;868.50;-;-
2020-05-03;2020-05-04;20;203.06;2363.30;210.47;1078.00;-;-
2020-05-03;2020-05-04;21;204.02;1983.50;209.91;1066.00;-;-
2020-05-03;2020-05-04;22;203.04;2106.00;210.71;1180.00;-;-
2020-05-03;2020-05-04;23;203.03;2737.60;200.97;1184.60;-;-
2020-05-03;2020-05-04;24;158.51;2225.70;163.96;1199.00;-;-
2020-05-04;2020-05-05;01;150.00;1745.60;158.73;989.60;-;-
2020-05-04;2020-05-05;02;143.92;1745.10;154.89;898.40;-;-
2020-05-04;2020-05-05;03;144.73;1937.50;156.24;739.30;-;-
2020-05-04;2020-05-05;04;142.77;1807.70;155.11;755.70;-;-
2020-05-04;2020-05-05;05;144.73;1860.00;156.79;708.00;-;-
2020-05-04;2020-05-05;06;138.74;1910.30;146.86;924.90;-;-
2020-05-04;2020-05-05;07;190.00;1579.30;171.29;907.60;-;-
2020-05-04;2020-05-05;08;199.74;2660.20;191.50;1081.00;-;-
2020-05-04;2020-05-05;09;202.22;2362.10;197.82;943.50;-;-
2020-05-04;2020-05-05;10;202.22;2155.70;197.91;949.60;-;-
2020-05-04;2020-05-05;11;200.00;2402.00;198.04;937.70;-;-
2020-05-04;2020-05-05;12;200.99;2513.90;199.54;902.50;-;-
2020-05-04;2020-05-05;13;196.89;2275.70;192.17;833.40;-;-
2020-05-04;2020-05-05;14;199.16;2376.80;191.91;850.40;-;-
2020-05-04;2020-05-05;15;193.92;2604.80;192.47;767.50;-;-
2020-05-04;2020-05-05;16;186.28;2734.80;180.15;711.40;-;-
2020-05-04;2020-05-05;17;182.53;2838.10;174.84;1016.90;-;-
2020-05-04;2020-05-05;18;178.01;2945.00;171.59;993.80;-;-
2020-05-04;2020-05-05;19;181.98;3072.70;172.98;1050.90;-;-
2020-05-04;2020-05-05;20;193.63;2921.20;184.62;1073.20;-;-
2020-05-04;2020-05-05;21;200.00;2472.30;197.68;1096.50;-;-
2020-05-04;2020-05-05;22;191.49;2855.90;185.11;923.60;-;-
2020-05-04;2020-05-05;23;181.98;2250.30;165.58;1056.60;-;-
2020-05-04;2020-05-05;24;152.45;1705.80;158.64;974.90;-;-
2020-05-05;2020-05-06;01;146.44;2097.00;153.49;701.30;130.00;0.60
2020-05-05;2020-05-06;02;143.00;2315.50;149.64;673.10;130.00;0.60
2020-05-05;2020-05-06;03;134.33;2534.30;142.33;859.20;-;-
2020-05-05;2020-05-06;04;128.38;2567.60;139.08;906.10;-;-
2020-05-05;2020-05-06;05;130.14;2596.10;139.74;826.70;-;-
2020-05-05;2020-05-06;06;123.86;2534.10;136.39;975.10;-;-
2020-05-05;2020-05-06;07;162.20;1790.50;161.61;706.60;-;-
2020-05-05;2020-05-06;08;173.49;2982.70;170.44;574.70;170.00;4.00
2020-05-05;2020-05-06;09;185.00;2619.30;190.26;594.30;-;-
2020-05-05;2020-05-06;10;180.00;2495.20;179.98;458.30;-;-
2020-05-05;2020-05-06;11;175.70;2325.30;173.55;629.30;-;-
2020-05-05;2020-05-06;12;180.00;2501.10;179.47;664.40;-;-
2020-05-05;2020-05-06;13;181.00;2528.10;186.77;673.60;-;-
2020-05-05;2020-05-06;14;169.01;2601.50;173.11;553.60;-;-
2020-05-05;2020-05-06;15;159.03;2891.10;153.38;954.80;-;-
2020-05-05;2020-05-06;16;151.60;2950.90;144.55;926.60;-;-
2020-05-05;2020-05-06;17;148.95;2932.70;141.81;943.60;140.00;7.80
2020-05-05;2020-05-06;18;148.89;3072.60;140.51;936.50;140.00;8.60
2020-05-05;2020-05-06;19;153.64;3258.70;154.10;642.00;-;-
2020-05-05;2020-05-06;20;163.00;3056.50;166.89;450.80;-;-
2020-05-05;2020-05-06;21;178.06;2658.80;179.27;623.10;170.00;1.40
2020-05-05;2020-05-06;22;167.82;2851.10;163.76;837.90;-;-
2020-05-05;2020-05-06;23;176.60;1832.40;177.63;659.90;150.10;0.60
2020-05-05;2020-05-06;24;155.00;1754.00;158.18;572.30;151.00;3.90
2020-05-06;2020-05-07;01;158.63;2209.60;161.14;572.90;-;-
2020-05-06;2020-05-07;02;150.00;2556.10;156.13;636.90;-;-
2020-05-06;2020-05-07;03;143.21;2675.60;148.16;782.00;-;-
2020-05-06;2020-05-07;04;138.42;2672.50;144.45;718.30;-;-
2020-05-06;2020-05-07;05;143.26;2727.70;149.43;753.20;-;-
2020-05-06;2020-05-07;06;144.50;2605.10;152.35;725.70;-;-
2020-05-06;2020-05-07;07;165.29;1784.20;165.51;574.20;-;-
2020-05-06;2020-05-07;08;181.00;3219.90;176.17;533.20;-;-
2020-05-06;2020-05-07;09;198.31;2698.90;199.26;569.90;-;-
2020-05-06;2020-05-07;10;191.00;2609.80;197.17;518.50;-;-
2020-05-06;2020-05-07;11;182.03;2685.40;180.63;436.30;-;-
2020-05-06;2020-05-07;12;188.00;2373.10;189.70;615.30;-;-
2020-05-06;2020-05-07;13;196.73;2335.80;196.90;757.80;-;-
2020-05-06;2020-05-07;14;197.27;2257.00;197.38;834.40;-;-
2020-05-06;2020-05-07;15;181.00;2369.40;173.98;879.90;-;-
2020-05-06;2020-05-07;16;181.00;2467.70;174.16;897.30;-;-
2020-05-06;2020-05-07;17;180.01;2337.60;173.82;951.20;-;-
2020-05-06;2020-05-07;18;179.32;2417.70;171.49;965.90;-;-
2020-05-06;2020-05-07;19;175.00;2668.60;171.05;688.00;-;-
2020-05-06;2020-05-07;20;192.76;2827.10;193.21;711.90;204.52;155.00
2020-05-06;2020-05-07;21;205.84;1830.50;190.24;963.90;210.97;170.40
2020-05-06;2020-05-07;22;191.60;2622.30;184.00;826.20;-;-
2020-05-06;2020-05-07;23;205.71;2561.90;205.28;920.50;-;-
2020-05-06;2020-05-07;24;158.96;2406.50;152.31;1008.20;-;-
2020-05-07;2020-05-08;01;160.38;1728.20;156.73;906.60;-;-
2020-05-07;2020-05-08;02;159.65;1936.00;156.63;785.70;-;-
2020-05-07;2020-05-08;03;160.38;2090.20;157.58;728.70;-;-
2020-05-07;2020-05-08;04;159.03;2072.70;158.07;721.10;-;-
2020-05-07;2020-05-08;05;160.38;2114.80;157.98;730.70;-;-
2020-05-07;2020-05-08;06;155.00;2136.30;151.09;868.80;-;-
2020-05-07;2020-05-08;07;193.33;1788.00;210.20;521.00;210.00;25.00
2020-05-07;2020-05-08;08;186.09;2809.10;213.34;383.90;-;-
2020-05-07;2020-05-08;09;196.58;2420.80;213.75;389.10;-;-
2020-05-07;2020-05-08;10;196.58;2300.10;228.22;522.20;-;-
2020-05-07;2020-05-08;11;196.58;2264.30;224.73;443.80;-;-
2020-05-07;2020-05-08;12;200.00;2143.20;209.72;414.50;-;-
2020-05-07;2020-05-08;13;196.58;2072.30;212.52;414.50;-;-
2020-05-07;2020-05-08;14;194.24;2095.60;200.26;444.80;-;-
2020-05-07;2020-05-08;15;184.71;2171.30;189.58;705.60;-;-
2020-05-07;2020-05-08;16;182.01;2264.30;181.87;726.50;-;-
2020-05-07;2020-05-08;17;172.29;2347.70;170.76;908.80;-;-
2020-05-07;2020-05-08;18;167.00;2520.10;165.25;958.20;-;-
2020-05-07;2020-05-08;19;175.00;2645.40;181.17;788.20;-;-
2020-05-07;2020-05-08;20;185.53;2190.00;189.15;833.90;-;-
2020-05-07;2020-05-08;21;197.12;2250.90;196.67;928.00;-;-
2020-05-07;2020-05-08;22;180.00;2446.30;179.09;1225.70;-;-
2020-05-07;2020-05-08;23;198.00;2533.70;172.27;1283.20;160.00;12.90
2020-05-07;2020-05-08;24;154.40;2167.60;151.98;1296.20;-;-
2020-05-08;2020-05-09;01;165.36;1984.40;163.01;916.00;-;-
2020-05-08;2020-05-09;02;160.36;1993.80;166.41;765.10;-;-
2020-05-08;2020-05-09;03;165.00;2211.60;163.42;747.50;-;-
2020-05-08;2020-05-09;04;160.36;2153.00;166.38;778.90;-;-
2020-05-08;2020-05-09;05;160.36;2200.50;166.45;759.30;-;-
2020-05-08;2020-05-09;06;158.45;2257.30;166.38;712.40;-;-
2020-05-08;2020-05-09;07;168.60;2060.00;164.38;855.70;-;-
2020-05-08;2020-05-09;08;168.90;1755.40;168.85;677.30;-;-
2020-05-08;2020-05-09;09;196.06;2104.90;186.39;759.90;-;-
2020-05-08;2020-05-09;10;198.85;2408.00;199.06;771.20;-;-
2020-05-08;2020-05-09;11;198.85;2586.90;203.04;842.00;-;-
2020-05-08;2020-05-09;12;201.33;2621.40;199.06;821.60;-;-
2020-05-08;2020-05-09;13;197.42;2629.70;187.60;815.70;-;-
2020-05-08;2020-05-09;14;196.06;2646.60;196.28;812.80;-;-
2020-05-08;2020-05-09;15;174.00;2381.00;172.19;785.30;-;-
2020-05-08;2020-05-09;16;167.99;2286.90;167.96;775.40;-;-
2020-05-08;2020-05-09;17;169.99;2366.50;168.99;781.40;-;-
2020-05-08;2020-05-09;18;170.99;2370.00;170.07;802.80;-;-
2020-05-08;2020-05-09;19;176.88;2453.40;174.71;904.10;-;-
2020-05-08;2020-05-09;20;190.60;2749.40;179.33;967.20;-;-
2020-05-08;2020-05-09;21;208.55;2878.10;206.01;979.20;-;-
2020-05-08;2020-05-09;22;196.06;2891.20;183.60;1179.40;-;-
2020-05-08;2020-05-09;23;175.00;2247.50;170.31;1276.40;-;-
2020-05-08;2020-05-09;24;160.36;2498.40;162.81;962.00;-;-
2020-05-09;2020-05-10;01;160.07;2179.90;144.48;765.90;-;-
2020-05-09;2020-05-10;02;159.92;2390.00;148.42;652.00;160.00;5.00
2020-05-09;2020-05-10;03;154.40;2564.60;147.83;551.00;-;-
2020-05-09;2020-05-10;04;157.99;2590.80;149.76;461.20;-;-
2020-05-09;2020-05-10;05;157.00;2640.10;150.19;427.70;-;-
2020-05-09;2020-05-10;06;135.00;2932.30;125.05;446.20;-;-
2020-05-09;2020-05-10;07;140.60;2709.40;131.48;455.70;-;-
2020-05-09;2020-05-10;08;149.27;2377.80;152.40;389.20;-;-
2020-05-09;2020-05-10;09;160.07;2016.50;156.66;409.80;-;-
2020-05-09;2020-05-10;10;161.62;1776.70;153.99;541.80;-;-
2020-05-09;2020-05-10;11;160.07;2075.90;156.56;541.80;-;-
2020-05-09;2020-05-10;12;160.07;2152.90;153.73;765.50;-;-
2020-05-09;2020-05-10;13;160.07;2211.50;153.78;749.50;-;-
2020-05-09;2020-05-10;14;160.07;2315.30;153.95;748.90;-;-
2020-05-09;2020-05-10;15;160.07;2252.00;150.68;805.30;-;-
2020-05-09;2020-05-10;16;158.56;2203.50;151.72;790.20;-;-
2020-05-09;2020-05-10;17;158.34;2231.30;149.52;740.20;-;-
2020-05-09;2020-05-10;18;158.77;2240.80;149.80;789.00;-;-
2020-05-09;2020-05-10;19;160.07;2226.00;153.62;748.00;-;-
2020-05-09;2020-05-10;20;160.07;2211.20;154.65;747.10;-;-
2020-05-09;2020-05-10;21;165.00;2112.40;157.16;846.00;-;-
2020-05-09;2020-05-10;22;160.07;2252.80;154.28;906.00;-;-
2020-05-09;2020-05-10;23;159.90;2257.60;157.20;726.30;-;-
2020-05-09;2020-05-10;24;148.79;2346.00;141.28;539.90;-;-
2020-05-10;2020-05-11;01;160.46;2519.40;158.20;361.20;-;-
2020-05-10;2020-05-11;02;155.00;2808.70;148.37;527.30;-;-
2020-05-10;2020-05-11;03;147.74;3055.60;140.25;470.30;-;-
2020-05-10;2020-05-11;04;145.48;3065.80;140.24;461.30;-;-
2020-05-10;2020-05-11;05;148.24;2896.20;142.64;477.30;-;-
2020-05-10;2020-05-11;06;159.00;2699.50;156.05;410.30;-;-
2020-05-10;2020-05-11;07;195.00;1768.40;191.04;487.10;-;-
2020-05-10;2020-05-11;08;181.73;2585.20;181.16;622.10;-;-
2020-05-10;2020-05-11;09;195.18;2432.60;192.04;571.10;-;-
2020-05-10;2020-05-11;10;196.73;2415.40;193.80;708.20;-;-
2020-05-10;2020-05-11;11;195.55;2395.20;192.10;688.20;-;-
2020-05-10;2020-05-11;12;195.63;2398.60;192.10;720.20;-;-
2020-05-10;2020-05-11;13;190.00;2384.40;185.52;736.50;-;-
2020-05-10;2020-05-11;14;184.00;2507.60;178.13;851.00;-;-
2020-05-10;2020-05-11;15;165.00;2949.60;165.27;709.10;-;-
2020-05-10;2020-05-11;16;163.00;3026.00;160.19;644.40;-;-
2020-05-10;2020-05-11;17;158.17;3609.60;155.85;719.50;-;-
2020-05-10;2020-05-11;18;156.32;3805.10;153.69;654.90;-;-
2020-05-10;2020-05-11;19;159.99;4001.80;158.86;652.90;-;-
2020-05-10;2020-05-11;20;168.83;4098.20;164.04;604.30;-;-
2020-05-10;2020-05-11;21;175.01;3412.30;176.06;576.90;-;-
2020-05-10;2020-05-11;22;164.99;3416.90;165.93;664.40;-;-
2020-05-10;2020-05-11;23;175.57;2218.70;185.39;338.10;-;-
2020-05-10;2020-05-11;24;160.46;2492.20;159.83;366.60;-;-
2020-05-11;2020-05-12;01;160.84;2612.50;169.78;537.80;-;-
2020-05-11;2020-05-12;02;157.00;2785.80;161.94;731.20;162.00;10.00
2020-05-11;2020-05-12;03;150.34;3016.80;157.75;557.10;-;-
2020-05-11;2020-05-12;04;148.68;2944.00;159.89;631.00;-;-
2020-05-11;2020-05-12;05;155.00;2852.70;163.07;634.40;-;-
2020-05-11;2020-05-12;06;155.79;2620.00;166.61;670.40;-;-
2020-05-11;2020-05-12;07;176.19;1758.20;189.87;382.50;-;-
2020-05-11;2020-05-12;08;182.49;2712.20;206.51;341.90;210.00;15.00
2020-05-11;2020-05-12;09;194.99;2449.90;220.52;370.60;230.00;15.00
2020-05-11;2020-05-12;10;192.11;2402.80;220.58;410.40;230.00;15.00
2020-05-11;2020-05-12;11;187.00;2330.50;206.35;483.90;-;-
2020-05-11;2020-05-12;12;185.64;2240.70;196.08;527.80;-;-
2020-05-11;2020-05-12;13;191.00;2234.60;203.04;565.60;189.68;20.00
2020-05-11;2020-05-12;14;188.47;2025.50;198.73;522.00;188.47;20.00
2020-05-11;2020-05-12;15;174.59;2380.40;185.72;1009.70;174.59;20.00
2020-05-11;2020-05-12;16;170.00;2633.30;180.73;818.70;170.00;20.00
2020-05-11;2020-05-12;17;167.43;2638.90;177.68;836.80;-;-
2020-05-11;2020-05-12;18;163.42;2725.80;174.64;808.90;-;-
2020-05-11;2020-05-12;19;165.46;2662.30;167.97;1136.50;-;-
2020-05-11;2020-05-12;20;171.39;2835.80;181.58;982.80;-;-
2020-05-11;2020-05-12;21;182.51;2731.70;187.12;1253.50;-;-
2020-05-11;2020-05-12;22;171.27;3023.20;179.89;1183.30;-;-
2020-05-11;2020-05-12;23;173.97;2429.90;164.15;1159.90;173.97;20.00
2020-05-11;2020-05-12;24;158.90;2238.90;149.86;906.00;-;-
2020-05-12;2020-05-13;01;170.00;2023.60;175.83;436.10;-;-
2020-05-12;2020-05-13;02;162.33;2411.10;172.41;484.40;-;-
2020-05-12;2020-05-13;03;160.68;2569.70;170.94;550.50;-;-
2020-05-12;2020-05-13;04;160.68;2521.00;172.27;562.40;-;-
2020-05-12;2020-05-13;05;160.68;2321.60;169.49;629.30;-;-
2020-05-12;2020-05-13;06;165.00;2181.00;171.99;568.90;-;-
2020-05-12;2020-05-13;07;197.01;1594.50;204.23;545.70;-;-
2020-05-12;2020-05-13;08;200.00;2428.50;199.29;509.90;-;-
2020-05-12;2020-05-13;09;202.53;1979.90;196.62;501.90;-;-
2020-05-12;2020-05-13;10;202.53;1983.80;193.73;917.90;-;-
2020-05-12;2020-05-13;11;196.00;2275.60;192.20;1031.60;-;-
2020-05-12;2020-05-13;12;196.21;2526.70;194.20;1051.80;-;-
2020-05-12;2020-05-13;13;196.93;2429.70;195.87;1152.90;-;-
2020-05-12;2020-05-13;14;197.01;2362.70;195.87;1205.10;-;-
2020-05-12;2020-05-13;15;189.45;2618.10;192.20;1189.20;-;-
2020-05-12;2020-05-13;16;188.37;2568.30;192.19;1256.40;-;-
2020-05-12;2020-05-13;17;187.02;2637.20;190.27;1282.20;-;-
2020-05-12;2020-05-13;18;182.76;2733.00;187.61;1300.70;-;-
2020-05-12;2020-05-13;19;185.00;2694.80;190.29;1208.70;-;-
2020-05-12;2020-05-13;20;192.48;2577.20;194.20;1103.30;-;-
2020-05-12;2020-05-13;21;197.01;2489.60;198.20;1279.10;-;-
2020-05-12;2020-05-13;22;186.21;2443.70;189.87;1318.00;-;-
2020-05-12;2020-05-13;23;182.00;2785.00;176.21;1268.80;-;-
2020-05-12;2020-05-13;24;160.68;2467.90;156.25;1133.80;-;-
2020-05-13;2020-05-14;01;161.00;2205.80;163.69;1206.80;160.50;0.30
2020-05-13;2020-05-14;02;160.36;2134.90;167.27;1016.20;160.00;40.00
2020-05-13;2020-05-14;03;160.36;2192.60;165.18;949.90;160.00;52.80
2020-05-13;2020-05-14;04;160.36;2234.60;165.17;1017.50;-;-
2020-05-13;2020-05-14;05;160.36;2295.40;165.18;1042.80;-;-
2020-05-13;2020-05-14;06;160.36;2511.70;162.79;1275.40;159.97;39.90
2020-05-13;2020-05-14;07;193.00;2024.60;195.24;571.80;192.50;7.10
2020-05-13;2020-05-14;08;196.61;2543.10;195.64;418.90;-;-
2020-05-13;2020-05-14;09;202.05;2205.30;202.16;489.20;-;-
2020-05-13;2020-05-14;10;202.05;2030.20;199.35;566.00;-;-
2020-05-13;2020-05-14;11;210.00;1911.90;198.83;633.00;-;-
2020-05-13;2020-05-14;12;212.00;1869.60;199.57;652.70;-;-
2020-05-13;2020-05-14;13;215.00;1901.30;198.83;795.00;-;-
2020-05-13;2020-05-14;14;202.00;1921.70;197.21;1011.60;-;-
2020-05-13;2020-05-14;15;198.40;1970.70;196.20;1028.00;-;-
2020-05-13;2020-05-14;16;195.64;2020.90;194.83;977.60;-;-
2020-05-13;2020-05-14;17;193.63;2231.30;190.87;1051.70;-;-
2020-05-13;2020-05-14;18;188.80;2364.60;188.86;995.30;-;-
2020-05-13;2020-05-14;19;191.14;2424.80;190.19;979.50;-;-
2020-05-13;2020-05-14;20;195.13;2443.10;194.51;950.90;-;-
2020-05-13;2020-05-14;21;196.66;2096.80;195.49;955.50;-;-
2020-05-13;2020-05-14;22;191.82;2283.20;195.49;870.40;-;-
2020-05-13;2020-05-14;23;200.84;2694.10;206.33;964.90;200.84;10.00
2020-05-13;2020-05-14;24;165.00;2280.10;165.15;853.40;-;-
2020-05-14;2020-05-15;01;171.82;1728.40;171.39;979.10;-;-
2020-05-14;2020-05-15;02;170.29;1850.80;171.37;815.40;-;-
2020-05-14;2020-05-15;03;170.04;1970.40;171.44;715.00;-;-
2020-05-14;2020-05-15;04;169.72;1963.60;171.07;744.10;-;-
2020-05-14;2020-05-15;05;169.66;1992.50;171.03;756.90;-;-
2020-05-14;2020-05-15;06;165.00;2153.00;169.01;867.80;-;-
2020-05-14;2020-05-15;07;203.00;1822.10;172.05;909.20;165.00;40.00
2020-05-14;2020-05-15;08;195.56;2717.80;195.77;671.40;-;-
2020-05-14;2020-05-15;09;200.98;2416.40;197.50;571.70;-;-
2020-05-14;2020-05-15;10;200.99;2300.20;199.66;736.00;-;-
2020-05-14;2020-05-15;11;201.00;2211.60;197.50;727.60;-;-
2020-05-14;2020-05-15;12;200.00;2250.40;197.98;815.70;-;-
2020-05-14;2020-05-15;13;200.00;2274.50;197.49;932.70;192.50;60.00
2020-05-14;2020-05-15;14;198.46;2272.70;196.20;971.30;-;-
2020-05-14;2020-05-15;15;192.99;2526.50;194.20;908.90;-;-
2020-05-14;2020-05-15;16;192.08;2867.60;194.19;964.90;-;-
2020-05-14;2020-05-15;17;188.35;2979.60;190.13;917.60;-;-
2020-05-14;2020-05-15;18;184.90;3162.90;180.78;952.20;-;-
2020-05-14;2020-05-15;19;175.19;3442.00;171.43;1255.20;-;-
2020-05-14;2020-05-15;20;186.60;3082.30;183.47;1202.70;-;-
2020-05-14;2020-05-15;21;195.39;2701.90;195.80;974.00;-;-
2020-05-14;2020-05-15;22;192.60;2445.00;195.79;785.70;-;-
2020-05-14;2020-05-15;23;207.40;2077.70;208.40;855.40;-;-
2020-05-14;2020-05-15;24;175.00;1647.40;191.20;359.50;-;-
2020-05-15;2020-05-16;01;158.68;2403.00;162.66;919.20;-;-
2020-05-15;2020-05-16;02;158.68;2740.20;158.39;835.40;-;-
2020-05-15;2020-05-16;03;155.01;2792.40;157.99;828.50;-;-
2020-05-15;2020-05-16;04;152.54;2875.30;153.96;747.50;-;-
2020-05-15;2020-05-16;05;143.49;3013.20;143.77;841.10;-;-
2020-05-15;2020-05-16;06;130.98;3228.30;110.09;781.90;-;-
2020-05-15;2020-05-16;07;147.97;2854.00;149.33;678.90;-;-
2020-05-15;2020-05-16;08;157.40;2408.50;163.83;793.10;-;-
2020-05-15;2020-05-16;09;158.68;2314.60;166.37;798.70;-;-
2020-05-15;2020-05-16;10;158.68;2542.40;165.48;863.70;-;-
2020-05-15;2020-05-16;11;164.11;2407.60;167.94;740.30;-;-
2020-05-15;2020-05-16;12;158.68;2459.90;168.33;573.10;-;-
2020-05-15;2020-05-16;13;158.68;2413.80;168.02;549.30;-;-
2020-05-15;2020-05-16;14;161.60;2384.90;169.70;476.00;-;-
2020-05-15;2020-05-16;15;158.68;2382.20;167.74;527.00;-;-
2020-05-15;2020-05-16;16;158.68;2429.40;167.77;570.00;-;-
2020-05-15;2020-05-16;17;158.68;2270.40;167.31;536.60;-;-
2020-05-15;2020-05-16;18;158.68;2087.80;166.93;599.80;-;-
2020-05-15;2020-05-16;19;164.58;2137.80;169.50;647.70;-;-
2020-05-15;2020-05-16;20;168.00;2005.20;169.56;706.10;-;-
2020-05-15;2020-05-16;21;166.11;2064.50;170.00;751.20;-;-
2020-05-15;2020-05-16;22;165.51;2434.30;169.26;1006.50;-;-
2020-05-15;2020-05-16;23;158.68;2204.90;166.77;899.40;-;-
2020-05-15;2020-05-16;24;158.68;2590.80;158.90;812.00;-;-
2020-05-16;2020-05-17;01;80.00;2174.90;99.32;1189.10;80.50;26.00
2020-05-16;2020-05-17;02;77.00;2302.20;96.42;1296.10;-;-
2020-05-16;2020-05-17;03;75.00;2302.30;95.19;1284.00;-;-
2020-05-16;2020-05-17;04;70.91;2300.30;91.09;1270.70;-;-
2020-05-16;2020-05-17;05;70.00;2377.10;90.18;1355.80;70.00;10.00
2020-05-16;2020-05-17;06;64.00;2365.00;81.16;1474.20;77.50;80.00
2020-05-16;2020-05-17;07;67.28;2270.10;87.45;1389.30;79.43;70.00
2020-05-16;2020-05-17;08;70.00;2134.40;90.05;1393.30;82.00;50.00
2020-05-16;2020-05-17;09;72.09;1940.50;90.23;1386.40;-;-
2020-05-16;2020-05-17;10;70.00;1817.90;89.27;1486.50;70.00;10.00
2020-05-16;2020-05-17;11;75.00;1866.90;93.33;1479.40;79.67;27.00
2020-05-16;2020-05-17;12;80.00;2248.30;101.35;1208.20;87.00;30.00
2020-05-16;2020-05-17;13;79.99;2214.10;104.41;994.50;104.16;10.00
2020-05-16;2020-05-17;14;80.00;2355.20;132.49;890.80;131.72;32.40
2020-05-16;2020-05-17;15;75.00;2399.80;99.21;994.40;98.00;10.00
2020-05-16;2020-05-17;16;72.23;2504.70;95.07;1044.10;-;-
2020-05-16;2020-05-17;17;70.00;2503.10;91.67;1093.30;-;-
2020-05-16;2020-05-17;18;72.23;2321.20;97.70;1052.00;-;-
2020-05-16;2020-05-17;19;75.00;2255.60;100.11;997.70;75.00;20.00
2020-05-16;2020-05-17;20;93.07;2314.40;140.76;1009.50;135.00;23.80
2020-05-16;2020-05-17;21;116.00;2096.30;147.62;1205.00;-;-
2020-05-16;2020-05-17;22;105.00;2112.20;144.36;1363.20;145.00;9.00
2020-05-16;2020-05-17;23;90.00;2519.80;137.72;1069.10;-;-
2020-05-16;2020-05-17;24;77.61;2628.50;124.45;1147.60;-;-
2020-05-17;2020-05-18;01;98.80;3701.50;105.67;477.20;-;-
2020-05-17;2020-05-18;02;80.91;3944.60;74.22;558.70;-;-
2020-05-17;2020-05-18;03;70.20;4090.20;70.14;495.10;-;-
2020-05-17;2020-05-18;04;70.74;4010.20;70.60;592.40;-;-
2020-05-17;2020-05-18;05;74.17;3906.40;74.16;568.00;-;-
2020-05-17;2020-05-18;06;90.60;3699.90;93.19;619.00;-;-
